nan,nan,nan,nan
1.000000000000000000e+02,6.666666666666665719e+01,1.000000000000000000e+02,6.666666666666665719e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
